Order_Date,Product_Category,Product_Name,Order_Quantity,Product_Price,Order_Item_Price,Sales,Discount,Discount_Rate,Order_Total,Actual_Shipping_Days,Scheduled_Shipping_Days,Late_Delivery_Risk,Shipping_Mode,Market,Order_Region,Customer_Segment,Order_Status,Delivery_Status,Shipping_Delay_Days,Revenue_Per_Item,Discount_Amount_Per_Item
2017-05-28 09:04:30,Fishing,adidas Kids' F5 Messi FG Soccer Cleat,3,249.586331466,249.5048989,442.10662201,54.039417801,0.03310214,405.899963137,4,4,1,First Class,Europe,South Asia,Consumer,PENDING,Late delivery,0,262.3433677862462,36.83926430887515
2016-02-18 08:22:45,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2,192.188995232,192.200902988,310.799204988,4.116092081,0.012884811,267.096390523,4,4,0,Standard Class,USCA,East of USA,Consumer,COMPLETE,Late delivery,0,199.17503682993686,4.1970599796515655
2015-01-24 00:16:20,Cardio Equipment,Field & Stream Sportsman 16 Gun Fire Safe,4,17.555992743,17.561682072,124.632223641,1.201247005,0.018778856,109.045162323,2,4,1,Standard Class,Pacific Asia,South Asia,Corporate,PENDING_PAYMENT,Advance shipping,-2,16.43956343405597,0.6722874973384337
2015-09-28 17:17:50,Cleats,Perfect Fitness Perfect Rip Deck,3,101.4345138,101.437041513,187.831024974,30.031645316,0.176009529,154.780337093,3,4,0,Second Class,LATAM,South America,Consumer,PENDING_PAYMENT,Shipping on time,-1,102.18624238821913,25.733949911681123
2017-03-22 22:44:27,Fishing,Under Armour Women's Ignite Slide,1,28.301506073,28.286559606,51.014934733,0.157895542,0.011196458,47.572724981,4,4,0,Standard Class,Pacific Asia,Southeast Asia,Consumer,COMPLETE,Late delivery,0,26.680630781527245,0.49789336898953646
2017-06-11 13:30:26,Water Sports,Nike Men's CJ Elite 2 TD Football Cleat,3,197.267913788,197.227028878,130.93456033,20.283856684,0.100285653,117.097140199,3,2,1,Standard Class,Pacific Asia,Eastern Asia,Consumer,COMPLETE,Late delivery,-1,204.91137139700672,23.77316867737817
2017-12-02 03:51:54,Cleats,Perfect Fitness Perfect Rip Deck,4,307.570986049,307.563975333,354.642621783,4.467450548,0.010529505,348.449428932,4,4,0,Standard Class,Pacific Asia,North Africa,Corporate,ON_HOLD,Late delivery,0,321.4914420625423,5.733436570170356
2016-10-25 08:06:55,Cleats,O'Brien Men's Neoprene Life Vest,1,42.905990406,42.893436852,172.336780517,70.696345502,0.170323333,131.837122079,2,2,1,Same Day,Africa,West Africa,Corporate,PAYMENT_REVIEW,Late delivery,0,41.85710040592954,36.64411657172412
2017-10-27 14:07:53,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4,258.692100479,258.780337052,210.844836877,5.372121529,0.023460598,207.699023077,3,2,1,First Class,Africa,West Africa,Consumer,COMPLETE,Shipping on time,4,269.91555197357815,9.225940748306115
2016-06-18 09:53:39,Men's Footwear,Perfect Fitness Perfect Rip Deck,1,60.334407458,60.336684139,108.449826504,77.346992754,0.164526199,83.907606397,5,4,0,Standard Class,Pacific Asia,West of USA ,Consumer,PAYMENT_REVIEW,Shipping canceled,4,59.34765468730531,47.93177164843444
2016-09-06 18:55:15,Cleats,Perfect Fitness Perfect Rip Deck,4,249.898355963,250.0025151,306.442569443,20.642508165,0.013837684,288.881741091,2,4,0,First Class,Pacific Asia,Southern Europe,Corporate,PENDING_PAYMENT,Late delivery,2,263.2985982587625,15.202980142975907
2017-12-05 14:55:50,Men's Footwear,O'Brien Men's Neoprene Life Vest,4,120.805779598,120.822080929,205.777808874,5.068272523,0.013817378,184.643580267,2,4,0,Standard Class,USCA,West Asia,Consumer,CLOSED,Advance shipping,-1,123.8673635526828,4.977237266265435
2016-01-11 18:38:23,Camping & Hiking,Pelican Sunstream 100 Kayak,4,148.123887127,148.140522969,147.446657047,0.667288091,0.010128541,161.148991625,5,4,1,Second Class,Europe,Northern Europe,Consumer,PENDING_PAYMENT,Advance shipping,0,151.72747994673173,2.244758817738564
2015-10-30 21:18:26,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5,88.894518004,88.909699991,141.664656736,20.668732438,0.161607144,126.987769214,2,4,0,Second Class,Pacific Asia,Oceania,Consumer,ON_HOLD,Late delivery,-1,89.90929740713746,18.00986550488627
2016-01-19 18:41:23,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1,242.473279833,242.508534837,125.174645253,24.322108331,0.015383151,117.801570519,2,4,0,Standard Class,LATAM,South Asia,Consumer,COMPLETE,Advance shipping,-2,256.35529339954246,26.136661900207564
2016-01-17 00:45:24,Cleats,Nike Men's CJ Elite 2 TD Football Cleat,1,148.825546654,148.873085844,221.306261316,2.099883249,0.010030206,210.316920255,6,4,0,Standard Class,Europe,Western Europe,Corporate,COMPLETE,Late delivery,-1,154.1018931824374,1.6792612994984093
2016-07-23 07:37:40,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,1,194.2852391,194.215439896,235.183719708,25.449180122,0.107199817,204.54075117,4,4,1,Standard Class,Europe,Northern Europe,Home Office,PENDING_PAYMENT,Late delivery,4,201.02254268077036,25.097181801206826
2015-08-03 10:44:14,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2,38.567153379,38.537977479,122.034932855,24.954592992,0.050218909,99.971644759,5,1,1,First Class,Europe,Central America,Corporate,CLOSED,Shipping on time,4,37.31943192014274,11.865480896889201
2016-12-20 20:04:12,Women's Apparel,Nike Men's CJ Elite 2 TD Football Cleat,5,68.743144559,68.741577321,111.924492287,7.381787985,0.028055532,95.274811287,4,1,1,First Class,Pacific Asia,Western Europe,Consumer,PENDING,Advance shipping,-1,68.50822619088503,5.963681876681279
2015-07-11 18:32:53,Cardio Equipment,Perfect Fitness Perfect Rip Deck,1,113.175746219,113.227915588,174.49520868,31.792905598,0.027325796,170.474161935,6,4,1,Standard Class,LATAM,South America,Consumer,COMPLETE,Late delivery,2,116.49841722663956,19.647745986367752
2016-03-09 15:43:57,Water Sports,Pelican Sunstream 100 Kayak,3,35.836613206,35.823242127,138.387633146,13.018075981,0.025778214,119.597018324,3,4,0,Second Class,USCA,US Center ,Consumer,PROCESSING,Late delivery,0,34.371938818926346,6.766638138870953
2016-01-15 16:30:45,Indoor/Outdoor Games,Nike Men's CJ Elite 2 TD Football Cleat,1,64.373542035,64.380206023,76.78159391,7.230150826,0.011307329,80.371439981,6,2,1,Standard Class,Pacific Asia,West of USA ,Consumer,PENDING,Advance shipping,1,63.92613799243455,5.852940772819597
2015-12-09 14:53:58,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1,139.802292525,139.717071014,65.837127728,2.389650367,0.012644492,58.710368304,4,4,1,Standard Class,Pacific Asia,North Africa,Consumer,ON_HOLD,Shipping on time,3,143.77319348770223,5.809453266733181
2017-12-01 12:29:41,Fishing,LIJA Women's Eyelet Sleeveless Golf Polo,2,42.634445118,42.631408572,43.533187389,1.05263776,0.012609195,41.254091133,3,4,0,Standard Class,Pacific Asia,Western Europe,Home Office,CLOSED,Advance shipping,-1,41.455540249091456,2.6525351455494706
2015-05-25 05:21:44,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,5,16.429834898,16.428901333,22.610006191,9.268273492,0.075610773,21.053126339,2,4,0,Standard Class,LATAM,Western Europe,Consumer,COMPLETE,Late delivery,-1,15.633264752451137,6.043945261238533
2016-03-30 23:16:47,Water Sports,Diamondback Women's Serene Classic Comfort Bi,1,194.157988373,194.101185809,111.664369289,1.131778249,0.011955175,112.841696036,4,4,0,Standard Class,LATAM,Northern Europe,Corporate,ON_HOLD,Shipping canceled,-1,200.98498027042385,3.8201522227957505
2016-04-12 22:19:42,Cardio Equipment,Field & Stream Sportsman 16 Gun Fire Safe,4,273.787158164,273.838237476,419.521419444,35.118529945,0.024493835,345.361869261,4,2,1,Second Class,LATAM,Central America,Corporate,ON_HOLD,Late delivery,0,286.7153026165261,27.958286413175614
2016-05-26 03:05:25,Women's Apparel,Pelican Sunstream 100 Kayak,1,235.25791201,235.128753468,229.952489387,13.056467427,0.030934782,205.154110086,5,4,1,First Class,Pacific Asia,Oceania,Corporate,COMPLETE,Late delivery,2,244.87090131822524,17.93622467520831
2017-07-10 04:36:40,Shop By Sport,Nike Women's Legend V-Neck T-Shirt,1,131.874806964,131.835548897,159.542252227,15.159305698,0.056139583,132.577287253,6,2,0,Standard Class,Africa,East Africa,Corporate,PROCESSING,Advance shipping,-1,137.62463621591618,12.317407413038087
2017-05-15 07:38:20,Cardio Equipment,Perfect Fitness Perfect Rip Deck,2,30.693775238,30.674215758,69.704784,0.584367464,0.020210148,62.597863749,2,2,1,First Class,USCA,East of USA,Corporate,PENDING_PAYMENT,Shipping on time,2,28.97055944432619,0.6989693769921139
2018-01-07 20:28:30,Indoor/Outdoor Games,Nike Men's CJ Elite 2 TD Football Cleat,4,228.071557065,227.96580126,301.473425811,1.055081185,0.011470301,297.4602515,2,4,0,Standard Class,Pacific Asia,Northern Europe,Consumer,SUSPECTED_FRAUD,Late delivery,0,236.62115082480403,1.8623749111441996
2017-03-09 21:52:43,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,5,71.454883758,71.44328149,89.611113004,7.63796578,0.021313171,84.161050415,6,2,0,Standard Class,Europe,Eastern Asia,Consumer,PROCESSING,Late delivery,0,70.2413862052026,10.007797128515403
2017-06-21 10:07:50,Fishing,TaylorMade Women's RBZ SL Rescue,4,40.704669887,40.689652321,122.950776304,31.569060729,0.079515602,104.245877806,2,1,1,Standard Class,Europe,Northern Europe,Consumer,COMPLETE,Advance shipping,-2,39.41662765622777,13.84992364975753
2015-12-19 02:08:59,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4,55.382111666,55.419697623,150.787386508,10.771898822,0.025982225,140.299035994,2,2,0,First Class,Europe,Southern Europe,Home Office,COMPLETE,Late delivery,-1,54.59730574958276,6.336339864553253
2015-12-22 03:00:54,Water Sports,Pelican Sunstream 100 Kayak,1,211.956908448,211.871531395,323.491357807,72.843656686,0.051359294,295.82856116,6,4,0,Standard Class,Europe,Western Europe,Corporate,CLOSED,Late delivery,0,220.0648794218195,50.88666528719817
2017-01-28 05:35:45,Accessories,O'Brien Men's Neoprene Life Vest,1,307.069091286,306.894980877,379.219866633,44.154350797,0.086260635,311.380215905,4,2,1,First Class,Pacific Asia,Southeast Asia,Consumer,PENDING,Shipping on time,3,323.0082980860336,37.98755454409656
2017-10-01 05:55:40,Cleats,O'Brien Men's Neoprene Life Vest,2,120.586224207,120.693592305,348.919924183,2.46660571,0.010000119,368.220671369,2,4,1,Standard Class,LATAM,Central America,Consumer,PENDING_PAYMENT,Late delivery,0,122.99331169501741,1.386418377175272
2017-05-06 02:03:02,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2,407.409439585,407.246592241,481.21851471,15.204330709,0.034202899,452.650643631,6,4,0,Standard Class,Europe,Caribbean,Consumer,COMPLETE,Late delivery,0,432.61497574481615,16.52783444702373
2017-03-20 23:33:53,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1,178.113833088,178.153089755,195.46911223,12.961557054,0.026440337,155.842614447,2,2,1,Second Class,USCA,US Center ,Consumer,PROCESSING,Late delivery,-1,184.19909033093572,14.944438656464824
2017-04-06 05:09:22,Men's Footwear,Nike Men's Dri-FIT Victory Golf Polo,5,30.334113164,30.339517228,54.070125951,0.451669757,0.04487522,45.305201276,4,2,0,Second Class,LATAM,Central America,Consumer,ON_HOLD,Shipping on time,-1,29.012496386815087,0.8417084617274071
2015-03-17 09:13:14,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,4,80.993577586,80.928663627,110.435101562,4.22964701,0.012631025,87.913384112,6,1,0,First Class,Pacific Asia,South Asia,Consumer,PENDING_PAYMENT,Advance shipping,-2,81.07079014113285,4.4203305260158325
2017-09-21 04:14:14,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1,100.750062574,100.666058514,201.43054137,5.481937327,0.011029598,178.161476902,5,1,1,First Class,LATAM,Caribbean,Corporate,PENDING,Late delivery,1,101.86708164191215,3.3771126982942388
2015-01-13 21:57:44,Health and Beauty,Sports Books ,1,196.970768662,197.047302968,373.129330376,165.9702035,0.217725885,298.057289646,3,4,1,Standard Class,Pacific Asia,East of USA,Corporate,PENDING_PAYMENT,Late delivery,-1,202.76102534493725,91.04912860653693
2015-07-28 07:56:28,Electronics,Team Golf San Francisco Giants Putter Grip,2,15.161932795,15.17021543,137.090373315,14.390434575,0.024918633,119.076356121,2,4,1,Standard Class,USCA,US Center ,Consumer,PENDING_PAYMENT,Advance shipping,0,14.38755183949128,3.2478996156813893
2017-07-19 01:14:40,Cleats,Perfect Fitness Perfect Rip Deck,2,81.714054155,81.741749178,235.957752369,35.147803969,0.108730763,222.657741701,6,1,1,Second Class,Pacific Asia,Eastern Asia,Corporate,PENDING,Shipping on time,4,80.9592072636026,14.282484848779022
2016-11-10 23:18:47,Water Sports,Pelican Sunstream 100 Kayak,1,221.037460416,221.069381942,212.009591782,14.299686988,0.03996111,194.214804535,5,2,0,Standard Class,LATAM,Eastern Asia,Corporate,PROCESSING,Shipping on time,-1,228.2519099454889,18.513280357125364
2015-04-06 23:26:28,Indoor/Outdoor Games,Nike Men's CJ Elite 2 TD Football Cleat,2,33.023799184,33.029954669,131.726358779,27.573148797,0.026656104,124.262127161,3,0,0,Same Day,LATAM,Central America,Corporate,PENDING_PAYMENT,Shipping on time,0,32.070975287753114,11.13925914569432
2015-10-18 04:33:23,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1,53.523129866,53.498095628,57.473594727,43.228116303,0.126100858,42.830357952,6,1,1,Second Class,Europe,Western Europe,Consumer,CANCELED,Shipping canceled,3,52.31023222956979,35.037176245351674
2017-01-12 21:07:57,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1,612.932032385,613.12845785,434.617979114,26.487191119,0.024437345,387.111935513,2,4,1,Standard Class,Europe,Northern Europe,Corporate,PENDING_PAYMENT,Advance shipping,0,659.891806405623,36.19537607720397
2015-02-28 20:06:40,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1,47.340666619,47.345748422,231.014938916,14.742607634,0.025616165,218.954323704,2,4,0,Standard Class,LATAM,Northern Europe,Corporate,COMPLETE,Shipping on time,-2,47.17346196116327,5.142192809552438
2017-04-29 18:29:07,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1,171.477663456,171.543019563,241.033332038,16.196929513,0.030608558,211.482800144,4,1,0,Second Class,USCA,East of USA,Corporate,PROCESSING,Advance shipping,3,179.47580012027973,13.600557681487805
2015-05-24 16:43:04,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1,327.33552912,327.275181159,498.188110475,70.983092562,0.051352886,426.661580333,3,4,0,Standard Class,LATAM,Western Europe,Consumer,PROCESSING,Late delivery,1,345.9777379924247,50.60686419127138
2016-09-17 14:24:07,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5,285.99393731,285.987961969,259.40924093,16.638151716,0.012123675,224.843494487,2,2,1,Standard Class,Europe,Western Europe,Corporate,PENDING_PAYMENT,Advance shipping,-1,299.24589150208556,19.942042360728806
2016-02-26 08:29:14,Shop By Sport,Perfect Fitness Perfect Rip Deck,1,159.234376132,159.170532672,253.265212923,7.07334869,0.030908202,220.111491467,2,0,1,Second Class,Pacific Asia,Western Europe,Corporate,PENDING_PAYMENT,Late delivery,3,163.462700551179,7.708456281114999
2017-05-13 02:47:38,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1,50.632511696,50.633227602,82.223984327,14.783540596,0.032254126,82.827522138,3,2,0,Second Class,LATAM,South America,Home Office,COMPLETE,Shipping on time,3,48.7415343026652,12.228047630904618
2015-09-30 06:50:28,Cleats,Nike Men's CJ Elite 2 TD Football Cleat,3,181.701504936,181.762185681,119.327217993,2.890994626,0.063575058,115.855218752,6,2,0,Standard Class,Europe,Western Europe,Home Office,PROCESSING,Late delivery,0,190.86640344457408,6.381108136164019
2016-01-21 05:26:08,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1,73.997486928,73.971629371,157.543287047,0.967276462,0.011163849,159.121431942,2,4,0,Standard Class,LATAM,Eastern Asia,Consumer,COMPLETE,Advance shipping,-2,73.70070400430744,0.9303184003072686
2015-09-11 12:51:41,Fishing,Hirzl Women's Soffft Flex Golf Glove,3,65.507527239,65.501156734,346.526842187,14.552952332,0.011322154,336.823337438,3,1,0,First Class,Europe,Oceania,Corporate,PAYMENT_REVIEW,Late delivery,-1,64.65765352012924,4.905215511021964
2017-09-24 06:59:49,Water Sports,Pelican Sunstream 100 Kayak,1,32.451354204,32.461352406,65.83066959,0.12951583,0.010161371,65.150373494,5,4,0,Standard Class,Pacific Asia,West Asia,Consumer,PENDING,Late delivery,-1,31.25802732892202,0.2639798769606441
2015-03-01 05:01:17,Cardio Equipment,Under Armour Girls' Toddler Spine Surge Runni,2,23.643486104,23.630624235,155.378432171,5.632810173,0.024740288,153.905811507,2,4,1,Standard Class,LATAM,Western Europe,Corporate,PROCESSING,Late delivery,-2,22.4325637832628,1.7523470386154296
2016-01-28 10:54:08,Water Sports,Diamondback Women's Serene Classic Comfort Bi,5,114.03979795,113.949970406,125.885216736,28.732319062,0.173784803,103.709767932,5,4,1,Second Class,LATAM,South America,Corporate,COMPLETE,Late delivery,1,115.38341050677158,26.092191444801458
2016-03-18 08:17:13,Water Sports,Nike Men's Dri-FIT Victory Golf Polo,1,153.952137901,153.873589613,236.80264775,10.150408165,0.062185183,214.152744798,3,0,0,First Class,USCA,Western Europe,Home Office,COMPLETE,Late delivery,0,157.79526816839004,8.382644405498672
2016-03-25 19:23:12,Indoor/Outdoor Games,Perfect Fitness Perfect Rip Deck,1,236.049435659,236.020240021,149.012928815,55.349813919,0.043282986,132.022976122,5,4,1,Second Class,LATAM,Central America,Home Office,COMPLETE,Late delivery,1,246.42740908569377,51.606460596745045
2016-01-02 18:25:57,Accessories,Nike Men's Free 5.0+ Running Shoe,1,269.258826497,269.199439903,482.6285351,60.731683039,0.090120984,428.885636156,3,1,0,First Class,Africa,West Asia,Corporate,COMPLETE,Late delivery,0,283.2519171318998,36.88093072901038
2015-06-15 11:35:38,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3,80.819027745,80.785361552,274.19209557,10.537949208,0.015244307,253.121027779,4,1,0,Second Class,Pacific Asia,Eastern Europe,Corporate,PENDING,Late delivery,1,80.29522066639723,4.326318026088954
2016-12-22 13:17:34,Fishing,Titleist Pro V1 High Numbers Personalized Gol,3,141.468600982,141.530117894,279.992756922,11.267318583,0.026877952,264.544697072,2,4,0,Standard Class,Pacific Asia,US Center ,Consumer,PROCESSING,Late delivery,-1,145.5070704669415,6.338922056882565
2017-12-07 22:58:31,Strength Training,Team Golf Pittsburgh Steelers Putter Grip,2,59.787681789,59.756302855,263.860333189,44.1267482,0.033916486,233.196766235,2,4,1,Standard Class,Europe,Eastern Asia,Corporate,COMPLETE,Advance shipping,-2,58.625458762923415,14.625943834160747
2015-12-07 07:07:17,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5,33.371516262,33.374634914,176.470924768,3.615244719,0.012550653,176.843022046,5,2,0,Standard Class,Europe,South America,Home Office,COMPLETE,Late delivery,1,31.921932473658234,1.5307760706973002
2016-04-06 08:38:56,Shop By Sport,Field & Stream Sportsman 16 Gun Fire Safe,2,25.855271906,25.840531787,157.653947775,14.341161032,0.042848916,124.416247589,6,4,1,Standard Class,USCA,West Asia,Consumer,CLOSED,Advance shipping,-1,24.34113164720597,6.663975615725144
2015-04-14 08:21:13,Golf Balls,Glove It Women's Mod Oval Golf Glove,5,48.636201567,48.651423794,250.34769978,49.752927641,0.15946753,207.764412276,6,4,1,Second Class,USCA,South of  USA ,Corporate,PENDING_PAYMENT,Shipping canceled,0,48.51295285978105,16.855760247047577
2017-04-30 18:57:16,Fitness Accessories,Bridgestone e6 Straight Distance NFL Tennesse,1,308.206860209,308.341708103,301.509787485,13.395021428,0.038714932,277.185171508,3,2,1,Standard Class,Pacific Asia,Western Europe,Consumer,COMPLETE,Late delivery,1,325.77680628841847,14.786185975444466
